Existing name,New name
California Proposition 79 (2005),2005 California Proposition 79
California Proposition 8 (1911),1911 California Proposition 8
California Proposition 8 (1978),1978 California Proposition 8
California Proposition 8 (1982),1982 California Proposition 8
California Proposition 8 (2008),2008 California Proposition 8
California Proposition 80 (2005),2005 California Proposition 80
California Proposition 81 (2006),2006 California Proposition 81
California Proposition 82 (2006),2006 California Proposition 82
California Proposition 83 (2006),2006 California Proposition 83
California Proposition 85 (2006),2006 California Proposition 85
California Proposition 86 (2006),2006 California Proposition 86
California Proposition 87 (2006),2006 California Proposition 87
California Proposition 89 (2006),2006 California Proposition 89
California Proposition 9 (2018),2018 California Proposition 9
California Proposition 90 (1988),1988 California Proposition 90
California Proposition 90 (2006),2006 California Proposition 90
California Proposition 91 (2008),2008 California Proposition 91
California Proposition 92 (2008),2008 California Proposition 92
California Proposition 93 (2008),2008 California Proposition 93
California Proposition 98 (1988),1988 California Proposition 98
California Proposition 99 (1988),1988 California Proposition 99
"California Propositions 94, 95, 96, and 97 (2008)","2008 California Propositions 94, 95, 96, and 97"
California Propositions 98 and 99 (2008),2008 California Propositions 98 and 99
"California Republican primary, 2000",2000 California Republican primary
"California Republican primary, 2004",2004 California Republican primary
"California Republican primary, 2008",2008 California Republican primary
"California Republican primary, 2016",2016 California Republican primary
"Cambodian constitutional referendum, 1959",1959 Cambodian constitutional referendum
"Cambodian constitutional referendum, 1972",1972 Cambodian constitutional referendum
"Cambodian electoral law referendum, 1958",1958 Cambodian electoral law referendum
"Cambodian Geneva Conference referendum, 1955",1955 Cambodian Geneva Conference referendum
"Cambodian policy referendum, 1960",1960 Cambodian policy referendum
"Cambodian referendum, 1945",1945 Cambodian referendum
"Cambodian school holiday referendum, 1961",1961 Cambodian school holiday referendum
"Cameroonian constitutional referendum, 1958",1958 Cameroonian constitutional referendum
"Cameroonian constitutional referendum, 1960",1960 Cameroonian constitutional referendum
"Cameroonian constitutional referendum, 1972",1972 Cameroonian constitutional referendum
"Cameroonian General Council election, December 1946",December 1946 Cameroonian General Council election
"Cameroonian General Council election, March 1946",March 1946 Cameroonian General Council election
"Campaigning for the Turkish general election, June 2015",Campaigning for the June 2015 Turkish general election
"Canada Party candidates, 1993 Canadian federal election",Canada Party candidates in the 1993 Canadian federal election
"Canadian Action Party candidates, 1997 Canadian federal election",Canadian Action Party candidates in the 1997 Canadian federal election
"Canadian Action Party candidates, 2000 Canadian federal election",Canadian Action Party candidates in the 2000 Canadian federal election
"Canadian Action Party candidates, 2004 Canadian federal election",Canadian Action Party candidates in the 2004 Canadian federal election
"Canadian Action Party candidates, 2006 Canadian federal election",Canadian Action Party candidates in the 2006 Canadian federal election
"Canadian Alliance candidates, 2000 Canadian federal election",Canadian Alliance candidates in the 2000 Canadian federal election
"Canadian conscription plebiscite, 1942",1942 Canadian conscription plebiscite
"Canadian electoral calendar, 1995",1995 Canadian electoral calendar
"Canadian electoral calendar, 1998",1998 Canadian electoral calendar
"Canadian electoral calendar, 2001",2001 Canadian electoral calendar
"Canadian electoral calendar, 2002",2002 Canadian electoral calendar
"Canadian electoral calendar, 2005",2005 Canadian electoral calendar
"Canadian electoral calendar, 2006",2006 Canadian electoral calendar
"Canadian electoral calendar, 2007",2007 Canadian electoral calendar
"Canadian electoral calendar, 2008",2008 Canadian electoral calendar
"Canadian electoral calendar, 2009",2009 Canadian electoral calendar
"Canadian electoral calendar, 2010",2010 Canadian electoral calendar
"Canadian electoral calendar, 2011",2011 Canadian electoral calendar
"Canadian electoral calendar, 2012",2012 Canadian electoral calendar
"Canadian electoral calendar, 2013",2013 Canadian electoral calendar
"Canadian electoral calendar, 2014",2014 Canadian electoral calendar
"Canadian electoral calendar, 2015",2015 Canadian electoral calendar
"Canadian electoral calendar, 2016",2016 Canadian electoral calendar
"Canadian electoral calendar, 2017",2017 Canadian electoral calendar
"Canadian electoral calendar, 2018",2018 Canadian electoral calendar
"Canadian liquor plebiscite, 1920",1920 Canadian liquor plebiscite
"Canadian prohibition plebiscite, 1898",1898 Canadian prohibition plebiscite
Candidates in the Cook Islands general election 2010 by electorate,Candidates in the 2010 Cook Islands general election by electorate
Candidates in the New Zealand general election 1999 by electorate,Candidates in the 1999 New Zealand general election by electorate
Candidates in the New Zealand general election 2005 by electorate,Candidates in the 2005 New Zealand general election by electorate
Candidates in the New Zealand general election 2008 by electorate,Candidates in the 2008 New Zealand general election by electorate
Candidates in the New Zealand general election 2011 by electorate,Candidates in the 2011 New Zealand general election by electorate
Candidates in the New Zealand general election 2014 by electorate,Candidates in the 2014 New Zealand general election by electorate
Candidates in the New Zealand general election 2017 by electorate,Candidates in the 2017 New Zealand general election by electorate
"Cardinal electors for the papal conclave, 1939",1939 Cardinal electors for the papal conclave
"Cardinal electors for the papal conclave, 1963",1963 Cardinal electors for the papal conclave
"Cardinal electors for the papal conclave, 2005",2005 Cardinal electors for the papal conclave
"Cardinal electors for the papal conclave, 2013",2013 Cardinal electors for the papal conclave
"Carinthian plebiscite, 1920",1920 Carinthian plebiscite
"Carly Fiorina presidential campaign, 2016",2016 Carly Fiorina presidential campaign
"Catalan autonomy referendum, 1931",1931 Catalan autonomy referendum
"Catalan autonomy referendum, 1979",1979 Catalan autonomy referendum
"Catalan constitutional referendum, 2006",2006 Catalan constitutional referendum
"Catalan independence referendum, 2017",2017 Catalan independence referendum
"Catalan independence referendums, 2009–11",2009–11 Catalan independence referendums
"Catalan self-determination referendum, 2014",2014 Catalan self-determination referendum
"Caymanian constitutional referendum, 2009",2009 Caymanian constitutional referendum
"Caymanian electoral system referendum, 2012",2012 Caymanian electoral system referendum
"Central African constitutional referendum, 1981",1981 Central African constitutional referendum
"Central African constitutional referendum, 1986",1986 Central African constitutional referendum
"Central African constitutional referendum, 1994",1994 Central African constitutional referendum
"Central African constitutional referendum, 2004",2004 Central African constitutional referendum
"Central African constitutional referendum, 2015",2015 Central African constitutional referendum
"Central African general election, 2015–16",2015–16 Central African general election
"Ceylonese parliamentary election, July 1960",July 1960 Ceylonese parliamentary election
"Ceylonese parliamentary election, March 1960",March 1960 Ceylonese parliamentary election
"Chadian constitutional referendum, 1958",1958 Chadian constitutional referendum
"Chadian constitutional referendum, 1989",1989 Chadian constitutional referendum
"Chadian constitutional referendum, 1996",1996 Chadian constitutional referendum
"Chadian constitutional referendum, 2005",2005 Chadian constitutional referendum
"Chadian General Council election, 1946–47",1946–47 Chadian General Council election
"Chama Cha Mapinduzi presidential primaries, 2015",2015 Chama Cha Mapinduzi presidential primaries
"Chechen constitutional referendum, 2007",2007 Chechen constitutional referendum
"Chilean constitutional referendum, 1812",1812 Chilean constitutional referendum
"Chilean constitutional referendum, 1818",1818 Chilean constitutional referendum
"Chilean constitutional referendum, 1925",1925 Chilean constitutional referendum
"Chilean constitutional referendum, 1980",1980 Chilean constitutional referendum
"Chilean constitutional referendum, 1989",1989 Chilean constitutional referendum
"Chilean independence referendum, 1817",1817 Chilean independence referendum
"Chilean national consultation, 1978",1978 Chilean national consultation
"Chilean national plebiscite, 1988",1988 Chilean national plebiscite
"Chilean presidential election, 1999–2000",1999–2000 Chilean presidential election
"Chilean presidential election, 2005–06",2005–06 Chilean presidential election
